28305,11.547,0.0205,6.7929,6.9265,423.38,287.75,1.558,967.33,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0.2619,30,30,15,39990,1e+06,1.1043e+05
28306,11.548,0.0209,6.9477,7.0844,423.39,287.75,1.5343,967.33,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,1e+06,1.1043e+05
28307,11.535,0.0211,6.9921,7.1293,423.13,287.74,1.5239,967.31,963.39,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,1e+06,1.1043e+05
28308,11.531,0.0211,7.0104,7.148,423.37,287.73,1.5083,967.35,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,1e+06,1.1043e+05
28309,11.541,0.021,6.978,7.1152,423.35,287.74,1.4849,967.35,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,1e+06,1.1043e+05
28310,11.54,0.0209,6.9516,7.0882,423.42,287.74,1.5168,967.36,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28311,11.539,0.0209,6.9326,7.0686,423.02,287.74,1.4994,967.35,963.4,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,1.5531,30,30,15,39990,0,1.1043e+05
28312,11.543,0.021,6.9721,7.1091,423.12,287.74,1.5116,967.37,963.39,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28313,11.548,0.0211,7.017,7.1548,422.91,287.75,1.5354,967.4,963.42,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28314,11.555,0.0213,7.0529,7.1916,423.23,287.76,1.5239,967.37,963.38,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28315,11.562,0.021,6.9733,7.1105,423.27,287.76,1.505,967.35,963.37,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.0386,1e+06,1e+06,1e+06,0,0,10000,10000,10000,4.662,30,30,15,39990,0,1.1043e+05
28316,11.563,0.0211,7.0139,7.152,423.23,287.77,1.5005,967.35,963.38,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.1297,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28317,11.559,0.0212,7.038,7.1766,423.36,287.76,1.4719,967.34,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.165,1e+06,1e+06,1e+06,0,0,10000,10000,10000,3.9638,30,30,15,39990,0,1.1043e+05
28318,11.557,0.0211,6.9997,7.1374,423.17,287.76,1.5328,967.38,963.38,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.0442,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28319,11.559,0.0211,7.01,7.148,423.38,287.76,1.4949,967.33,963.36,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.9757,1e+06,1e+06,1e+06,0,0,10000,10000,10000,3.0267,30,30,15,39990,0,1.1043e+05
28320,11.556,0.0212,7.0179,7.156,423.27,287.76,1.4823,967.32,963.37,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.9457,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28321,11.554,0.0211,6.9996,7.1374,423.7,287.76,1.4656,967.34,963.32,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8565,1e+06,1e+06,1e+06,0,0,10000,10000,10000,3.9062,30,30,15,39990,0,1.1043e+05
28322,11.556,0.0211,6.9914,7.1288,423.05,287.76,1.469,967.37,963.4,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8191,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0.6,1.1043e+05
28323,11.549,0.0212,7.0521,7.1908,423.32,287.75,1.4808,967.33,963.37,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8529,1e+06,1e+06,1e+06,0,0,10000,10000,10000,6.7192,30,30,15,39990,0,1.1043e+05
28324,11.553,0.0212,7.0336,7.1719,423.12,287.75,1.5306,967.37,963.39,1e+06,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8434,1e+06,1e+06,1e+06,0,0,10000,10000,10000,8.3916,30,30,15,39990,0,1.1043e+05
28325,11.547,0.0213,7.0635,7.2021,422.73,287.75,1.5242,967.32,963.44,6.6637,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8234,1e+06,1e+06,1e+06,0,0,10000,10000,10000,7.3098,30,30,15,39990,0,1.1043e+05
28326,11.552,0.0213,7.0601,7.1988,423.04,287.75,1.5131,967.39,963.4,6.7244,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.777,1e+06,1e+06,1e+06,0,0,10000,10000,10000,6.1674,30,30,15,39990,0,1.1043e+05
28327,11.55,0.0212,7.0488,7.1874,423.19,287.75,1.5242,967.35,963.38,6.8755,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.6913,1e+06,1e+06,1e+06,0,0,10000,10000,10000,4.7871,30,30,15,39990,0,1.1043e+05
28328,11.545,0.0214,7.0906,7.2301,423.43,287.75,1.5235,967.35,963.35,6.7246,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.635,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28329,11.538,0.0213,7.0704,7.2092,423.07,287.74,1.5109,967.34,963.4,6.5652,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.709,1e+06,1e+06,1e+06,0,0,10000,10000,10000,4.805,30,30,15,39990,0,1.1043e+05
28330,11.543,0.0213,7.0717,7.2105,423.05,287.74,1.5328,967.37,963.4,6.5493,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.6334,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28331,11.55,0.0213,7.0652,7.204,423.13,287.75,1.5421,967.34,963.39,6.6035,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.6104,1e+06,1e+06,1e+06,0,0,10000,10000,10000,2.6937,30,30,15,39990,0,1.1043e+05
28332,11.546,0.0213,7.0562,7.1949,423.24,287.75,1.515,967.33,963.38,6.8882,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.7769,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28333,11.546,0.0214,7.0956,7.2349,422.84,287.74,1.5072,967.3,963.42,6.8266,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.9016,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28334,11.544,0.0215,7.1197,7.2596,423.07,287.75,1.548,967.39,963.4,6.6785,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8827,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28335,11.547,0.0214,7.0854,7.2246,423.06,287.75,1.5357,967.33,963.4,6.5654,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8415,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28336,11.54,0.0215,7.1384,7.2786,423.15,287.74,1.4957,967.38,963.39,6.6687,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.8473,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28337,11.541,0.0216,7.1565,7.2971,423.28,287.74,1.5016,967.37,963.37,6.7339,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,1.9868,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28338,11.551,0.0217,7.1853,7.3266,423.14,287.75,1.4875,967.33,963.39,6.6477,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.0969,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28339,11.555,0.0216,7.1651,7.306,423.11,287.76,1.5517,967.36,963.39,6.6003,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.1581,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28340,11.554,0.0216,7.1765,7.3174,422.82,287.75,1.4979,967.38,963.43,6.7971,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.2596,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28341,11.559,0.0218,7.2215,7.3635,423.03,287.76,1.5213,967.31,963.4,6.8342,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.4112,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
28342,11.558,0.0217,7.1931,7.3345,423.05,287.76,1.5595,967.32,963.4,6.9065,1e+06,1e+06,1e+06,1000,1000,1000,1e+06,1000,10000,1e+05,1e+05,1000,1e+06,1e+06,0,1e+06,1e+06,1e+06,2.5332,1e+06,1e+06,1e+06,0,0,10000,10000,10000,0,10000,10000,10000,39990,0,1.1043e+05
