Time,HHMMSS,.075mm,.125mm,.175mm,.225mm,.275mm,.325mm,.375mm,.4375mm,.5125mm,.5875mm,.6625mm,.75mm,.85mm,.95mm,1.1mm,1.3mm,1.5mm,1.7mm,1.9mm
32185.16,85625,15487215,0,0,9450822.82,12601097.1,9450822.82,6300548.54,14701279.9,18901645.6,10500914.2,12601097.1,17326508.5,12601097.1,4725411.41,3937842.84,787568.568,787568.568,0,787568.568
32186.16,85626,30980145.3,0,3150855.54,15754277.7,9452566.63,9452566.63,25206844.3,12603422.2,14703992.5,16804562.9,10502851.8,14178849.9,12603422.2,12603422.2,787713.886,0,0,0,0
32187.16,85627,0,5575798.57,6301001.88,6301001.88,0,9451502.83,3150500.94,18903005.7,12602003.8,16802671.7,16802671.7,25204007.5,15752504.7,14177254.2,0,0,0,0,0
32188.16,85628,15509159.9,11166595.1,3154738.11,15773690.5,9464214.32,0,9464214.32,14722111.2,16825269.9,10515793.7,14722111.2,15773690.5,12618952.4,11041583.4,788684.527,1577369.05,0,0,0
32189.16,85629,0,5590056.69,3158557.22,6317114.45,6317114.45,15792786.1,9475671.67,8422819.26,6317114.45,14739933.7,14739933.7,18951343.3,4737835.83,11054950.3,3948196.53,789639.306,0,789639.306,0
32190.16,85630,0,0,3161361.06,9484083.17,6322722.12,6322722.12,6322722.12,16860592.3,18968166.3,23183314.4,18968166.3,14226124.8,18968166.3,7903402.65,3951701.32,790340.265,0,0,0
32191.16,85631,0,0,12638471.8,6319235.89,6319235.89,0,12638471.8,10532059.8,14744883.7,21064119.6,18957707.7,12638471.8,15798089.7,6319235.89,2369713.46,789904.486,0,0,0
32192.16,85632,0,0,12626953.7,6313476.83,6313476.83,12626953.7,9470215.25,12626953.7,12626953.7,12626953.7,8417969.11,17362061.3,17362061.3,9470215.25,2367553.81,789184.604,0,0,789184.604
32193.16,85633,62037441.9,0,9464336.71,6309557.81,9464336.71,18928673.4,3154778.9,6309557.81,6309557.81,4206371.87,6309557.81,11041726.2,12619115.6,7886947.26,3154778.9,0,0,0,0
32194.16,85634,15489143.8,5576091.77,9451999.82,3150666.61,3150666.61,6301333.21,9451999.82,0,12602666.4,4200888.81,12602666.4,11027333.1,6301333.21,6301333.21,1575333.3,2362999.95,0,0,0
32195.16,85635,0,5581003.5,0,6306883.77,12613767.5,6306883.77,9460325.66,16818356.7,10511473,8409178.36,8409178.36,7883604.71,11037046.6,7883604.71,788360.471,0,0,0,0
32196.16,85636,31010442.5,5581879.66,6307873.89,6307873.89,3153936.95,6307873.89,0,4205249.26,12615747.8,4205249.26,12615747.8,12615747.8,4730905.42,6307873.89,6307873.89,0,0,0,0
32197.16,85637,15523025.5,5588289.16,6315117.03,15787792.6,0,12630234.1,6315117.03,4210078.02,10525195.1,12630234.1,6315117.03,6315117.03,6315117.03,11051454.8,3946948.15,789389.629,0,0,0
32198.16,85638,0,5589229.64,12632359.7,6316179.83,3158089.91,3158089.91,9474269.74,10526966.4,14737752.9,10526966.4,16843146.2,12632359.7,14211404.6,18948539.5,6316179.83,0,0,0,0
32199.16,85639,0,5594190.43,6321785.84,9482678.76,3160892.92,3160892.92,6321785.84,2107261.95,6321785.84,10536309.7,14750833.6,7902232.3,3160892.92,12643571.7,1580446.46,1580446.46,790223.23,0,0
32200.16,85640,31090806.1,0,3162110.37,12648441.5,9486331.11,9486331.11,12648441.5,10540367.9,16864588.6,8432294.32,12648441.5,15810551.8,17391607,14229496.7,2371582.78,0,0,0,0
32201.16,85641,0,0,0,3162040.11,6324080.21,3162040.11,6324080.21,14756187.2,8432106.95,16864213.9,10540133.7,9486120.32,4743060.16,4743060.16,3162040.11,1581020.05,0,0,0
32202.16,85642,0,11196007.3,3163047.51,9489142.52,3163047.51,3163047.51,3163047.51,14760888.4,10543491.7,4217396.68,10543491.7,9489142.52,12652190,18978285,3163047.51,0,0,0,0
32203.16,85643,0,0,6319604.22,3159802.11,3159802.11,6319604.22,12639208.4,16852277.9,14745743.2,8426138.95,8426138.95,9479406.32,9479406.32,11059307.4,3949752.63,789950.527,1579901.05,0,0
32204.16,85644,31032595,0,9468569.92,15780949.9,6312379.95,12624759.9,9468569.92,4208253.3,12624759.9,4208253.3,8416506.6,9468569.92,9468569.92,3156189.97,1578094.99,789047.494,0,0,0
32205.16,85645,0,5580962.27,3153418.59,15767093,0,6306837.19,12613674.4,10511395.3,16818232.5,8409116.25,16818232.5,11036965.1,18920511.6,12613674.4,4730127.89,1576709.3,0,0,0
32206.16,85646,15509718.6,5583498.71,3154851.76,0,6309703.52,15774258.8,12619407,2103234.51,4206469.01,10516172.5,14722641.5,9464555.28,4732277.64,7887129.4,1577425.88,788712.94,0,0,0
32207.16,85647,0,0,3153823.36,0,3153823.36,15769116.8,15769116.8,0,2102548.91,12615293.4,8410195.62,6307646.72,17346028.5,9461470.08,3942279.2,788455.84,0,0,0
32208.16,85648,0,5582766.41,9463313.96,3154437.99,3154437.99,6308875.98,22081065.9,8411834.64,12617752,10514793.3,6308875.98,4731656.98,17349408.9,12617752,7886094.97,788609.497,0,0,0
32209.16,85649,31023993.9,5584318.9,6310630.39,15776576,6310630.39,9465945.59,15776576,10517717.3,6310630.39,21035434.6,16828347.7,11043603.2,14198918.4,11043603.2,7888287.99,0,0,0,0
32210.16,85650,15529357.1,0,3158846.44,6317692.88,0,6317692.88,22111925.1,4211795.25,16847181,10529488.1,16847181,11055962.5,14214809,18953078.6,2369134.83,2369134.83,0,0,0
32211.16,85651,15550917.5,11196660.6,6326464.14,6326464.14,3163232.07,12652928.3,3163232.07,0,6326464.14,6326464.14,2108821.38,11071312.3,7908080.18,11071312.3,3163232.07,790808.018,0,0,0
32212.16,85652,31076506.1,0,9481967.93,3160655.98,3160655.98,12642623.9,3160655.98,4214207.97,4214207.97,14749727.9,10535519.9,4740983.96,11062295.9,7901639.94,2370491.98,0,0,0,0
32213.16,85653,0,0,9486981.1,9486981.1,9486981.1,15811635.2,6324654.07,6324654.07,12649308.1,8432872.09,12649308.1,12649308.1,22136289.2,12649308.1,7905817.58,1581163.52,0,0,0
32214.16,85654,0,0,3161568.84,3161568.84,0,0,6323137.68,6323137.68,0,2107712.56,6323137.68,4742353.26,4742353.26,1580784.42,3161568.84,0,0,0,0
32215.16,85655,0,0,0,6324291,6324291,9486436.51,9486436.51,6324291,4216194,8432388,6324291,1581072.75,15810727.5,11067509.3,4743218.25,0,0,0,0
32216.16,85656,15537735.4,5593584.73,3160550.68,15802753.4,15802753.4,12642202.7,18963304.1,4214067.57,6321101.36,8428135.15,6321101.36,12642202.7,7901376.7,9481652.04,8691514.37,2370413.01,790137.67,0,0
32217.16,85657,0,5602517.84,0,3165598.16,3165598.16,3165598.16,3165598.16,12662392.7,8441595.1,10551993.9,8441595.1,11079593.6,12662392.7,9496794.49,3956997.7,0,0,0,0
32218.16,85658,15558641.4,16803332.7,6329606.42,3164803.21,6329606.42,9494409.62,6329606.42,8439475.22,12659212.8,2109868.81,14769081.6,22153622.5,17406417.6,18988819.2,7120807.22,0,0,0,0
32219.16,85659,15576005,0,0,3168335.16,3168335.16,0,12673340.6,8448893.75,2112223.44,2112223.44,6336670.32,6336670.32,17425843.4,6336670.32,6336670.32,1584167.58,792083.789,0,0
32220.16,85700,15582365.5,0,9508886.84,6339257.89,3169628.95,9508886.84,6339257.89,12678515.8,10565429.8,4226171.93,10565429.8,15848144.7,12678515.8,12678515.8,7131665.13,0,0,0,792407.237
32221.16,85701,31137393.8,5604730.89,0,0,6333697.21,6333697.21,0,10556162,2111232.4,10556162,6333697.21,14250818.7,19001091.6,12667394.4,8708833.67,791712.151,0,0,0
32222.16,85702,0,0,12645713.5,6322856.73,3161428.36,6322856.73,3161428.36,0,2107618.91,12645713.5,14753332.4,12645713.5,9484285.09,9484285.09,5532499.64,0,0,0,0
32223.16,85703,0,11176743.7,6315210.45,25260841.8,15788026.1,18945631.4,9472815.68,6315210.45,10525350.8,18945631.4,10525350.8,11051618.3,7894013.07,9472815.68,2368203.92,0,0,0,0
32224.16,85704,0,5590780.56,3158966.23,0,0,6317932.46,0,0,8423909.95,0,6317932.46,6317932.46,1579483.12,3158966.23,1579483.12,0,0,0,0
32225.16,85705,0,5596003.14,9485751.46,12647668.6,0,3161917.15,15809585.8,14755613.4,25295337.2,16863558.2,6323834.31,17390544.3,9485751.46,9485751.46,8695272.17,790479.288,0,0,0
32226.16,85706,0,0,12656644.3,22149127.6,15820805.4,12656644.3,3164161.08,14766085,10547203.6,25313288.7,6328322.16,7910402.7,11074563.8,3164161.08,4746241.62,1582080.54,0,0,0
32227.16,85707,0,0,0,12667206.5,6333603.25,3166801.62,9500404.87,2111201.08,2111201.08,4222402.16,6333603.25,7917004.06,3166801.62,1583400.81,1583400.81,0,0,0,0
32228.16,85708,0,0,3168373.37,0,3168373.37,6336746.74,3168373.37,4224497.82,12673493.5,4224497.82,4224497.82,1584186.68,17426053.5,7920933.42,4752560.05,792093.342,792093.342,0,0
32229.16,85709,0,5606316.42,0,0,0,6335488.97,9503233.45,8447318.62,2111829.66,6335488.97,6335488.97,9503233.45,9503233.45,4751616.72,3167744.48,791936.121,0,0,0
32230.16,85710,0,5619842.84,3175387.33,3175387.33,0,0,0,8467699.55,0,8467699.55,6350774.66,6350774.66,14289243,6350774.66,793846.833,793846.833,0,0,0
32231.16,85711,15603377.4,0,3173903.01,0,0,12695612,12695612,14811547.4,6347806.01,12695612,6347806.01,7934757.51,12695612,3173903.01,3173903.01,1586951.5,0,0,0
32232.16,85712,0,0,6353178.77,3176589.38,15882946.9,6353178.77,9529768.15,2117726.26,6353178.77,10588631.3,23294988.8,7941473.46,11118062.8,3176589.38,4764884.08,1588294.69,0,0,0
32233.16,85713,0,0,0,6350054.38,3175027.19,6350054.38,0,6350054.38,6350054.38,4233369.59,6350054.38,11112595.2,3175027.19,12700108.8,3175027.19,1587513.59,0,0,0
32234.16,85714,15602536.4,5616913.1,6347463.88,12694927.8,12694927.8,9521195.82,22216123.6,8463285.17,4231642.59,8463285.17,2115821.29,6347463.88,11108061.8,7934329.85,1586865.97,1586865.97,0,0,0
32235.16,85715,0,11231811.8,3173162.84,15865814.2,12692651.3,15865814.2,15865814.2,12692651.3,33847070.3,10577209.5,14808093.2,7932907.09,9519488.51,9519488.51,3173162.84,793290.709,0,0,0
32236.16,85716,31173583.9,5611245.1,0,3170529.34,6341058.68,19023176,6341058.68,0,4227372.45,4227372.45,6341058.68,14267382,7926323.35,6341058.68,4755794.01,0,0,0,0
32237.16,85717,0,0,3169714.26,6339428.51,6339428.51,15848571.3,9509142.77,8452571.35,10565714.2,6339428.51,6339428.51,9509142.77,9509142.77,3169714.26,5546999.95,2377285.69,0,0,0
32238.16,85718,0,0,0,6334971.9,3167485.95,0,3167485.95,10558286.5,2111657.3,4223314.6,2111657.3,3167485.95,3167485.95,4751228.92,3959357.44,0,0,0,0
32239.16,85719,0,5613673.59,6343803.02,0,6343803.02,3171901.51,6343803.02,14802207.1,4229202.02,2114601.01,10573005,7929753.78,9515704.54,11101655.3,3964876.89,792975.378,792975.378,0,0
32240.16,85720,15618516.1,0,6353964.78,0,0,12707929.6,0,6353964.78,0,0,4235976.52,3176982.39,3176982.39,7942455.97,2382736.79,0,0,0,0
32241.16,85721,0,0,0,9507131.01,6338087.34,3169043.67,0,4225391.56,2112695.78,6338087.34,2112695.78,4753565.5,0,1584521.83,2376782.75,792260.917,0,0,0
32242.16,85722,0,0,6340658.42,6340658.42,3170329.21,3170329.21,0,4227105.61,4227105.61,2113552.81,10567764,3170329.21,0,3170329.21,792582.302,0,792582.302,0,0
32243.16,85723,31180415.1,5612474.72,0,6342448.22,12684896.4,6342448.22,12684896.4,4228298.82,2114149.41,6342448.22,0,4756836.17,11099284.4,7928060.28,7135254.25,1585612.06,0,0,0
32244.16,85724,0,0,6354077.08,3177038.54,3177038.54,9531115.62,3177038.54,0,0,6354077.08,2118025.69,3177038.54,6354077.08,0,0,794259.635,0,0,0
32245.16,85725,15619489.6,0,0,0,6354360.81,0,9531541.22,2118120.27,4236240.54,4236240.54,0,1588590.2,4765770.61,4765770.61,1588590.2,794295.102,0,0,0
32246.16,85726,0,0,3180408.31,6360816.62,6360816.62,0,0,2120272.21,6360816.62,4240544.41,2120272.21,4770612.47,1590204.16,3180408.31,795102.078,0,0,0,0
32247.16,85727,15594667.4,0,0,0,0,0,0,0,0,0,0,0,0,3172131.3,0,0,0,0,0
32248.16,85728,31208552.9,5617539.53,0,6348171.78,6348171.78,3174085.89,6348171.78,4232114.52,12696343.6,4232114.52,4232114.52,6348171.78,4761128.83,9522257.67,793521.472,0,0,0,0
32249.16,85729,0,0,3177269.08,0,0,9531807.24,0,2118179.39,4236358.77,2118179.39,6354538.16,3177269.08,9531807.24,3177269.08,0,0,0,0,0
32250.16,85730,0,0,9532268.37,6354845.58,0,9532268.37,6354845.58,2118281.86,4236563.72,14827973,4236563.72,6354845.58,7943556.97,4766134.18,3177422.79,3177422.79,0,0,0
32251.16,85731,0,0,0,0,9545198.19,6363465.46,0,4242310.3,4242310.3,6363465.46,6363465.46,6363465.46,6363465.46,9545198.19,4772599.09,1590866.36,0,0,0
32252.16,85732,0,0,3182625.18,0,0,3182625.18,0,4243500.25,4243500.25,2121750.12,6365250.37,4773937.78,3182625.18,9547875.55,2386968.89,0,0,0,0
32253.16,85733,31268533,0,0,9540558.6,3180186.2,6360372.4,6360372.4,4240248.27,12720744.8,4240248.27,12720744.8,6360372.4,11130651.7,9540558.6,6360372.4,1590093.1,0,0,0
32254.16,85734,15625274.8,0,0,3178357.2,3178357.2,6356714.39,6356714.39,6356714.39,4237809.59,8475619.19,6356714.39,9535071.59,6356714.39,7945892.99,7151303.69,1589178.6,794589.299,0,0
32255.16,85735,0,5619106.2,12699884.4,3174971.11,6349942.22,6349942.22,0,2116647.41,10583237,8466589.62,8466589.62,6349942.22,4762456.66,7937427.77,4762456.66,1587485.55,0,0,0
32256.16,85736,15628052.7,0,0,3178922.25,0,9536766.74,3178922.25,8477125.99,6357844.49,12715689,12715689,1589461.12,7947305.62,4768383.37,3178922.25,794730.562,794730.562,0,0
32257.16,85737,0,5622027.77,6353243.77,3176621.88,9529865.65,0,12706487.5,6353243.77,2117747.92,8470991.69,12706487.5,12706487.5,3176621.88,1588310.94,4764932.83,794155.471,794155.471,0,0
32258.16,85738,46970898.6,5636507.83,12739214.3,15924017.9,9554410.72,0,0,10616011.9,6369607.15,4246404.76,8492809.53,3184803.57,7962008.93,4777205.36,5573406.25,0,0,0,0
32259.16,85739,15677916.4,0,3189065.08,12756260.3,6378130.16,3189065.08,6378130.16,8504173.55,2126043.39,10630216.9,4252086.77,6378130.16,6378130.16,4783597.62,6378130.16,0,0,0,0
32260.16,85740,15650515.5,0,3183491.43,9550474.3,0,3183491.43,12733965.7,6366982.87,4244655.25,6366982.87,0,9550474.3,20692694.3,9550474.3,4775237.15,0,0,0,0
32261.16,85741,0,0,0,3183794.14,3183794.14,0,0,4245058.85,8490117.71,8490117.71,2122529.43,11143279.5,3183794.14,4775691.21,2387845.6,795948.535,0,0,0
32262.16,85742,31296217.7,0,3183001.89,6366003.77,6366003.77,0,15915009.4,6366003.77,6366003.77,10610006.3,8488005.03,7957504.71,6366003.77,9549005.66,4774502.83,0,0,0,0
32263.16,85743,46949577.2,11267898.5,6366715.81,12733431.6,3183357.91,12733431.6,3183357.91,10611193,4244477.21,6366715.81,8488954.42,7958394.77,3183357.91,7958394.77,3979197.38,0,0,0,0
32264.16,85744,0,5638632.09,9558011.55,9558011.55,3186003.85,12744015.4,6372007.7,6372007.7,8496010.27,2124002.57,6372007.7,7965009.62,12744015.4,1593001.92,7965009.62,0,0,0,0
32265.16,85745,15669693.4,5641089.61,3187392.43,6374784.85,12749569.7,0,6374784.85,0,8499713.14,4249856.57,8499713.14,12749569.7,12749569.7,6374784.85,1593696.21,796848.106,0,0,0
32266.16,85746,31388189.9,0,3192355.98,15961779.9,0,3192355.98,6384711.96,4256474.64,8512949.28,4256474.64,12769423.9,7980889.95,14365601.9,6384711.96,3192355.98,0,0,0,0
32267.16,85747,0,0,0,0,0,0,3195773.29,0,0,2130515.53,0,0,1597886.65,1597886.65,0,0,0,0,0
32268.16,85748,47093553.8,0,3193120.06,3193120.06,15965600.3,12772480.2,3193120.06,6386240.12,10643733.5,4257493.41,8514986.83,11175920.2,9579360.18,9579360.18,798280.015,798280.015,0,0,0
32269.16,85749,0,0,3190817,15954085,9572450.99,3190817,9572450.99,6381634,4254422.66,8508845.33,4254422.66,9572450.99,9572450.99,4786225.5,3190817,797704.25,0,797704.25,0
32270.16,85750,47206231.1,5664747.73,0,6401520.01,6401520.01,3200760,0,6401520.01,10669200,6401520.01,4267680.01,4801140.01,12803040,8001900.01,4000950.01,0,0,0,0
32271.16,85751,15746183,0,6405902.56,0,0,3202951.28,0,2135300.85,0,6405902.56,4270601.71,9608853.85,8007378.21,1601475.64,2402213.46,800737.821,0,0,0
32272.16,85752,31501731.2,0,3203903.77,0,0,3203903.77,12815615.1,2135935.85,4271871.7,14951550.9,6407807.54,8009759.43,4805855.66,8009759.43,3203903.77,800975.943,0,0,0
32273.16,85753,0,5667339.66,3202224.53,12808898.1,3202224.53,6404449.05,6404449.05,8539265.4,6404449.05,2134816.35,10674081.8,24016683.9,8005561.32,4803336.79,800556.132,0,0,0,0
32274.16,85754,0,0,6408005.92,6408005.92,0,3204002.96,3204002.96,21360019.7,10680009.9,8544007.89,17088015.8,6408005.92,11214010.4,4806004.44,2403002.22,0,0,0,0
32275.16,85755,15749255.2,5669731.87,6407152.39,12814304.8,19221457.2,9610728.59,3203576.2,12814304.8,19221457.2,19221457.2,25628609.6,16017881,11212516.7,9610728.59,5606258.34,0,0,0,0
32276.16,85756,0,0,3206638.19,6413276.37,3206638.19,6413276.37,6413276.37,6413276.37,4275517.58,6413276.37,8551035.16,3206638.19,1603319.09,1603319.09,801659.547,0,0,0,0
32277.16,85757,31559522.3,0,0,6419562.9,9629344.35,6419562.9,12839125.8,10699271.5,17118834.4,6419562.9,21398543,16048907.2,3209781.45,3209781.45,0,802445.362,0,0,0
32278.16,85758,15790253.1,0,6423831.25,6423831.25,3211915.63,0,9635746.88,8565108.33,14988939.6,21412770.8,8565108.33,9635746.88,16059578.1,4817873.44,802978.906,0,0,0,0
32279.16,85759,31542565.6,0,6416113.73,3208056.86,9624170.59,3208056.86,3208056.86,2138704.58,21387045.8,12832227.5,19248341.2,12832227.5,8020142.16,9624170.59,802014.216,0,0,0,0
32280.16,85800,0,0,6411320,9616980,9616980,9616980,12822640,25645280,19233960,19233960,23508173.3,11219810,9616980,4808490,0,0,0,0,0
32281.16,85801,0,11331736.3,3201393.07,0,0,16006965.3,9604179.2,17074096.4,12805572.3,23476882.5,12805572.3,12805572.3,6402786.13,0,0,0,0,0,0
32282.16,85802,0,0,6401292.04,19203876.1,9601938.06,12802584.1,3200646.02,14936348.1,10668820.1,14936348.1,14936348.1,9601938.06,6401292.04,3200646.02,800161.505,0,0,0,0
32283.16,85803,31415175.8,0,19170603.6,0,3195100.6,9585301.81,9585301.81,4260134.14,14910469.5,19170603.6,27690871.9,9585301.81,1597550.3,3195100.6,1597550.3,0,0,0,0
32284.16,85804,0,0,0,3195393.56,3195393.56,31953935.6,6390787.12,17042099,17042099,21302623.7,14911836.6,14379271,3195393.56,0,0,0,0,0,0
32285.16,85805,15720736.1,0,0,9593325.28,3197775.09,12791100.4,19186650.6,19186650.6,19186650.6,17054800.5,21318500.6,11192212.8,3197775.09,4796662.64,799443.773,0,0,0,0
32286.16,85806,78560282.1,5656340.31,3196009.55,9588028.64,19176057.3,3196009.55,35156105,17045384.3,17045384.3,27698749.4,23437403.3,19176057.3,17578052.5,0,799002.387,0,0,0,0
32287.16,85807,0,0,3197035.72,6394071.44,0,12788142.9,15985178.6,12788142.9,17050857.2,25576285.8,19182214.3,7992589.3,6394071.44,3197035.72,0,0,0,0,0
32288.16,85808,15731562.4,5663362.45,0,3199977.28,12799909.1,12799909.1,15999886.4,21333181.8,31999772.8,25599818.2,14933227.3,19199863.7,3199977.28,4799965.91,799994.319,0,0,0,0
32289.16,85809,15740868.6,5666712.71,12807481.1,9605610.83,6403740.55,6403740.55,19211221.7,17076641.5,32018702.8,21345801.8,23480382,22413091.9,6403740.55,6403740.55,0,0,0,0,0
32290.16,85810,15730147.5,5662853.09,0,6399378.94,3199689.47,9599068.41,15998447.4,23464389.5,19198136.8,12798757.9,21331263.1,7999223.68,4799534.21,3199689.47,0,799922.368,0,0,0
32291.16,85811,15726994.4,0,3199048.09,9597144.28,3199048.09,6398096.19,9597144.28,10663493.6,14928891.1,31990480.9,10663493.6,7997620.24,1599524.05,6398096.19,1599524.05,0,0,0,0
32292.16,85812,15721692.9,5659809.45,12791878.9,19187818.3,12791878.9,19187818.3,31979697.2,21319798.1,23451778,27715737.6,27715737.6,6395939.44,6395939.44,1598984.86,1598984.86,0,0,0,0
32293.16,85813,0,0,0,6390440.34,9585660.51,9585660.51,0,17041174.2,10650733.9,19171321,17041174.2,12780880.7,7988050.43,1597610.09,0,0,0,0,0
32294.16,85814,0,5653573.34,9583338.37,9583338.37,12777784.5,15972230.6,9583338.37,27685199.7,23425938.2,23425938.2,27685199.7,17569453.7,9583338.37,4791669.19,0,0,0,0,0
32295.16,85815,31381619.3,11297382.9,0,9575063.14,3191687.71,22341814,25533501.7,17022334.5,21277918.1,29789085.3,23405709.9,7979219.28,9575063.14,3191687.71,797921.928,797921.928,0,0,0
32296.16,85816,0,0,12767753.1,9575814.84,9575814.84,25535506.3,41495197.7,19151629.7,27663465.1,12767753.1,19151629.7,23939537.1,0,4787907.42,797984.57,0,0,0,0
32297.16,85817,15706045.1,11308352.5,3194786.78,6389573.56,12779147.1,22363507.5,35142654.6,29818009.9,29818009.9,21298578.5,19168720.7,15973933.9,7986966.95,3194786.78,798696.695,0,0,0,0
32298.16,85818,0,5664323.05,0,3200520.05,6401040.09,22403640.3,25604160.4,23470480.3,32005200.5,25604160.4,19203120.3,16002600.2,8001300.12,3200520.05,800130.012,0,0,0,0
32299.16,85819,0,5664949.48,3200874,0,3200874,19205244,22406118,14937412,17071328,27740908,19205244,4801311,4801311,1600437,0,0,0,0,0
32300.16,85820,0,11339570.1,3203606.25,3203606.25,9610818.74,22425243.7,12814425,14950162.5,29900325,27764587.5,19221637.5,11212621.9,16018031.2,3203606.25,0,0,0,0,0
32301.16,85821,15758833.9,5673180.19,6411049.21,6411049.21,16027623,22438672.2,6411049.21,14959114.8,10685082,14959114.8,8548065.61,11219336.1,4808286.91,3205524.61,0,0,0,0,0
32302.16,85822,94546791.3,11345615,16026570.1,16026570.1,19231884.1,32053140.1,12821256.1,21368760.1,38463768.2,27779388.1,19231884.1,9615942.04,4807971.02,3205314.01,801328.504,0,0,0,0
32303.16,85823,0,5673765.97,9617566.77,9617566.77,38470267.1,25646844.7,22440989.1,29921318.8,25646844.7,17097896.5,10686185.3,11220494.6,3205855.59,3205855.59,0,0,0,0,0
32304.16,85824,15746832.8,0,6406166.91,9609250.37,6406166.91,25624667.6,32030834.6,21353889.7,32030834.6,40572390.4,23489278.7,16015417.3,3203083.46,1601541.73,1601541.73,0,0,0,0
32305.16,85825,0,0,6402648.09,3201324.05,12805296.2,19207944.3,32013240.5,29879024.4,34147456.5,32013240.5,12805296.2,16006620.2,6402648.09,0,800331.012,0,0,0,0
32306.16,85826,15733198.6,5663951.51,6400620.23,9600930.34,9600930.34,32003101.1,22402170.8,19201860.7,29869561.1,19201860.7,29869561.1,8000775.28,4800465.17,4800465.17,2400232.59,0,0,0,0
32307.16,85827,15737858.7,0,0,3201258.03,12805032.1,16006290.2,12805032.1,12805032.1,17073376.2,19207548.2,17073376.2,9603774.1,4801887.05,1600629.02,0,0,0,0,0
32308.16,85828,15712218.2,5656398.54,12784169.8,6392084.89,9588127.34,15980212.2,15980212.2,23437644.6,25568339.6,25568339.6,19176254.7,7990106.12,3196042.45,4794063.67,0,0,0,0,0
32309.16,85829,0,0,0,6399205.08,3199602.54,15998012.7,31996025.4,34129093.8,21330683.6,12798410.2,21330683.6,7999006.35,3199602.54,0,0,0,0,0,0
32310.16,85830,0,5658267.68,12788394.3,9591295.71,22379690,19182591.4,41562281.4,38365182.8,31970985.7,25576788.6,27708187.6,14386943.6,7992746.42,3197098.57,1598549.28,0,0,0,0
32311.16,85831,15725948.5,0,0,19193012.1,12795341.4,28789518.2,28789518.2,23458126,38386024.3,17060455.2,12795341.4,22391847.5,7997088.39,3198835.36,0,0,0,0,0
32312.16,85832,0,5665358.32,3201105.01,12804420,12804420,38413260.1,38413260.1,27742910.1,21340700,19206630,27742910.1,14404972.5,1600552.5,0,2400828.76,0,0,0,0
32313.16,85833,0,0,0,0,9603792.1,9603792.1,12805056.1,10670880.1,23475936.2,32012640.3,12805056.1,11204424.1,1600632.02,1600632.02,0,0,0,0,0
32314.16,85834,0,0,3202350.63,6404701.27,9607051.9,22416454.4,22416454.4,29888605.9,19214103.8,25618805.1,23483904.6,9607051.9,8005876.58,3202350.63,0,0,0,0,0
32315.16,85835,15757000,0,6410303.16,6410303.16,12820606.3,32051515.8,28846364.2,29914748.1,27777980.3,34188283.5,23504444.9,6410303.16,6410303.16,4807727.37,0,0,0,0,0
32316.16,85836,0,0,3202834.14,19217004.8,16014170.7,28825507.2,9608502.41,10676113.8,19217004.8,10676113.8,12811336.6,12811336.6,1601417.07,0,0,0,0,0,0
32317.16,85837,0,0,12783081.2,28761932.7,31957703,54328095.1,60719635.7,25566162.4,38349243.6,31957703,19174621.8,14380966.4,7989425.75,0,1597885.15,0,0,0,0
32318.16,85838,15702108.6,5652759.11,0,15969930.3,22357902.4,25551888.5,41521818.8,29810536.5,17034592.3,38327832.7,21293240.4,6387972.12,4790979.09,0,0,0,0,0,0
32319.16,85839,0,0,15982530.5,15982530.5,25572048.8,41554579.3,22375542.7,27703052.8,42620081.3,23441044.7,17048032.5,3196506.1,1598253.05,0,0,799126.524,0,0,0
32320.16,85840,15726419.9,11323022.3,6397862.47,12795724.9,9596793.71,28790381.1,35188243.6,25591449.9,31989312.4,17060966.6,10663104.1,14395190.6,7997328.09,1599465.62,1599465.62,0,0,0,0
32321.16,85841,0,5655292.46,6390834.96,6390834.96,12781669.9,22367922.4,19172504.9,36214731.4,29823896.5,31954174.8,19172504.9,9586252.44,1597708.74,1597708.74,0,798854.37,0,0,0
32322.16,85842,15685400.7,5646744.25,3190587.47,3190587.47,15952937.4,35096462.2,44668224.6,21270583.1,36159991.3,25524699.8,12762349.9,12762349.9,4785881.21,1595293.74,0,0,0,0,0
32323.16,85843,0,11271102.8,0,3184263.15,22289842,47763947.2,25474105.2,38211157.8,27596947.3,19105578.9,25474105.2,7960657.87,6368526.3,0,0,0,0,0,0
32324.16,85844,31307100.9,5635278.17,6368217.55,9552326.33,22288761.4,44577522.9,38209305.3,48823001.2,38209305.3,25472870.2,19104652.7,12736435.1,7960271.94,0,0,0,0,0,0
32325.16,85845,46915817.9,0,9543206.7,19086413.4,22267482.3,47716033.5,44534964.6,48776389.8,46655677.2,27569263.8,21207126,7952672.25,7952672.25,0,795267.225,0,0,0,0
32326.16,85846,0,5637222.75,3185207.53,12740830.1,19111245.2,31852075.3,44592905.4,25481660.2,33975546.9,21234716.8,8493886.73,11148226.3,0,0,0,0,0,0,0
32327.16,85847,15655083,0,3184420.51,12737682,22290943.5,22290943.5,31844205.1,33967152.1,36090099.1,14860629,16983576,11145471.8,4776630.76,0,0,0,0,0,0
32328.16,85848,0,5637969.4,0,15928147,9556888.23,35041923.5,41413182.3,19113776.5,38227552.9,19113776.5,33980047,6371258.82,4778444.11,6371258.82,0,0,0,0,0
