Rain Category,log(No*) Mean,log(No*) Std dev,R Mean,R Std dev,Dm Mean,Dm Std dev
10,0,0,0.00132203712,0.0529431526,0,0
1030,0,0,0.00156952239,0.191745281,0,0
30100,0,0,0,0,0,0
