Rain Category,log(No*) Mean,log(No*) Std dev,R Mean,R Std dev,Dm Mean,Dm Std dev
10,0,0,0.0172285528,0.259769464,0,0
1030,0,0,0.00640652361,0.338556698,0,0
30100,0,0,0.0257076082,1.14680551,0,0
