Rain Category,log(No*) Mean,log(No*) Std dev,R Mean,R Std dev,Dm Mean,Dm Std dev
10,0.00723728568,0.192950278,0.000265020361,0.0102862515,1.9773667e-06,5.39882875e-05
1030,0,0,0,0,0,0
30100,0.000267343154,0.0326607563,0.00411000345,0.502110562,7.37018425e-07,9.0040006e-05
