 Time        Air_Temp    MachNo_N    IAS         TAS         Press_Alt   Pot_Temp_T1 Pitot_Wing  CABIN_PRES  STATIC_PR   DEWPT       MixingRatio DewPoint    FrostPoint  POS_Roll    POS_Pitch   POS_Head    POSZ_Acc    POS_Lat     POS_Lon     POS_Alt     POS_Spd     POS_Trk     Alpha       Beta        VERT_VEL    Wind_Z      Wind_M      Wind_D      TURB        King_LWC_ad Nev_TWC     Nev_LWCcor  CDP_Conc    CDP_LWC     CDP_MenD    CDP_VolDia  CDP_EffRad  2-DC_Conc   2-DC_MenD   2-DC_VolDia 2-DC_EffRad IceMSOFreq  CPCConc     TSG_Date   
 second      degC        None        m/s         m/s         m           decK        hPa         hPa         hPa         degC        ppmw        C           C           degrees     degrees     degrees     MPsec2      degrees     degrees     m           MPsec       degrees     degrees     degrees     MPsec       MPsec       MPsec       degrees     cm^2/3*s^-1 g/m^3       g/m^3       g/m^3       #/cm^3      g/m^3       um          um          um          #/cm^3      um          um          um          Hz          #/cm^3      stamp      
  63706.2000     24.5286      0.2671     86.7765     92.3689    780.1226    304.5866     46.9106    954.9786    922.8852     17.6248  14827.8922     18.1216     18.1216 -13.0371999   2.3268000  15.1600036     -1.2804  36.7089244  -97.139553   814.53320   100.94200  12.8872000      3.4773     -1.2688     -2.4378     -0.2075      9.0352    173.2672      2.6019      0.0221      0.0021      0.0092    0.090112    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5350.0000      110601
  63707.2000     24.6418      0.2671     86.7921     92.3914    778.0256    304.6803     46.9281    955.0627    923.1191     17.3735  15215.9155     18.5068     18.5068 -13.3488000   1.7704000  12.2883946     -0.4554  36.7098138  -97.139316   812.28200   100.96440  11.4724003      4.0999     -1.0820     -2.2272      1.7786      8.4825    187.2479      2.6110      0.0248      0.0015      0.0071    0.450904    0.000024    3.513933    4.490826    2.221578 9999.999999 9999.999999 9999.999999 9999.999999       39990   5600.0000      110601
  63708.2000     24.7324      0.2679     87.0804     92.6960    775.1243    304.7424     47.2450    955.2022    923.4426     17.6978  15084.3631     18.4257     18.4257 -15.0572000   2.0612000  11.0316003     -1.3214  36.7107094  -97.139106   810.09480   101.00360   9.9048002      3.5495     -2.3614     -1.9472      1.2196      8.2604    182.6525      2.5604      0.0254      0.0017      0.0064    0.089839    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5620.0000      110601
  63709.2000     24.7540      0.2678     87.0511     92.6576    773.1869    304.7442     47.2131    955.2997    923.6588     17.7322  15019.5450     18.3269     18.3269 -13.1420000   1.4980000   9.3624049      0.0624  36.7116103  -97.138926   808.41680   101.06280   8.4783997      4.0077     -1.3572     -1.8518      2.6879      8.3339    183.0648      2.0474      0.0219      0.0020      0.0075    0.180348    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5630.0000      110601
  63710.2000     24.7350      0.2683     87.2144     92.8233    772.3033    304.7155     47.3934    955.3619    923.7574     18.0132  15221.7615     18.5641     18.5641  -9.5815999   0.7300000   7.0799981      0.1025  36.7125130  -97.138771   806.37520   101.11720   7.3103999      3.1178     -0.9875     -2.2988      1.7550      8.2519    195.1859      1.8017      0.0257      0.0011      0.0095    0.089482    0.000015 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5610.0000      110601
  63711.2000     24.7726      0.2676     87.0213     92.6067    769.1661    304.7210     47.1800    955.3602    924.1075     18.0256  15229.7485     18.6282     18.6282 -10.0696000   1.1104000   7.7628009      1.3922  36.7134181  -97.138637   803.75761   101.22360   6.2211998      3.2937     -3.4930     -2.9764      1.3536      8.6681    175.4494      1.8588      0.0178      0.0031      0.0064    0.360238    0.000027 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5590.0000      110601
  63712.2000     24.7708      0.2674     86.9594     92.5294    767.0945    304.6973     47.1118    955.4073    924.3387     17.8818  15119.5151     18.4871     18.4871  -7.9856000   2.5112000   7.4508072     -1.3829  36.7143253  -97.138523   800.39641   101.19000   5.4860000      2.3574     -2.0576     -2.8002     -2.6731      8.9481    169.0209      1.8388      0.0215      0.0023      0.0103    0.270211    0.000019 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5540.0000      110601
  63713.2000     24.7618      0.2661     86.5634     92.0887    763.7098    304.6525     46.6780    955.4291    924.7167     17.8396  14994.5358     18.3056     18.3056  -2.6236000   2.1844000   4.6295916     -0.4358  36.7152312  -97.138420   798.21920   101.12680   4.8199999      4.3893     -0.6116     -1.8838      1.7823      8.9774    190.7684      1.9303      0.0235      0.0019      0.0087    0.090700    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5440.0000      110601
  63714.2000     24.7788      0.2669     86.8312     92.3592    760.6882    304.6381     46.9726    955.7586    925.0541     17.9783  15262.6941     18.6294     18.6294  -0.2632000   1.5268000   4.7179977     -2.1097  36.7161363  -97.138327   796.69720   101.11720   4.3956000      3.7900     -2.8554     -0.8040      2.9292      8.6451    186.6148      2.1591      0.0198      0.0024      0.0054    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5390.0000      110601
  63715.2000     24.8396      0.2674     87.0149     92.5540    758.9343    304.6818     47.1767    955.6393    925.2501     17.9483  15122.8756     18.4795     18.4795  -0.2304000   0.3804000   5.8052002      0.2233  36.7170447  -97.138240   796.71719   101.11480   4.4192000      4.4115     -2.5807      0.3338      6.9498      8.5906    174.1273      2.5740      0.0125      0.0023      0.0037    0.357143    0.000012 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5570.0000      110601
  63716.2000     24.8353      0.2715     88.3291     93.9567    760.2808    304.6916     48.6343    955.8461    925.0997     17.9905  15029.2524     18.3407     18.3407  -1.3880000   0.3444000   4.3935996      1.4699  36.7179523  -97.138152   797.41679   100.81120   4.3864000      1.5425     -1.0501     -0.1216      1.8094      6.7765    189.6234      2.7965      0.0182      0.0017      0.0120    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5590.0000      110601
  63717.2000     24.7419      0.2740     89.1378     94.7970    759.6246    304.5892     49.5431    955.6494    925.1730     17.8538  15289.4372     18.6762     18.6762  -1.2508000   1.4072000   3.7263982      0.0536  36.7188564  -97.138071   796.35440   100.38200   4.0044000      0.4505     -1.8419     -1.4418     -3.0633      5.6363    197.3760      2.9504      0.0278      0.0019      0.0150    0.177079    0.000015 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5500.0000      110601
  63718.2000     24.8206      0.2687     87.4232     92.9705    756.3332    304.6350     47.6257    955.8410    925.5407     17.6792  15002.5322     18.4145     18.4145  -0.6260000   1.4132000   5.0680004      0.5562  36.7197568  -97.137993   794.45880    99.94240   3.8772000      1.3448     -2.7921     -2.0938     -2.1010      6.9682    174.3097      3.2166      0.0270      0.0034      0.0130    0.540832    0.000052 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5470.0000      110601
  63719.2000     24.7948      0.2660     86.5546     92.0352    754.6823    304.5913     46.6672    956.0326    925.7252     17.7456  15079.6605     18.4646     18.4646   0.5656000   1.1796000   4.4523991      0.8589  36.7206535  -97.137919   792.13281    99.53800   3.9028001      1.3324     -1.1275     -2.4682     -2.2501      7.3988    182.0944      3.2665      0.0273      0.0025      0.0161    0.180658    0.000008 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5430.0000      110601
  63720.2000     24.7512      0.2651     86.2923     91.7366    752.2400    304.5210     46.3811    955.9688    925.9983     17.9346  15086.5504     18.5097     18.5097   1.1220000   2.0608000   3.8524000     -2.5499  36.7215466  -97.137843   789.52120    99.13880   3.8908001      1.2475     -1.9120     -1.8580     -3.3024      7.3387    190.0241      3.3256      0.0310      0.0025      0.0145    0.181606    0.000004 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5460.0000      110601
  63721.2000     24.8297      0.2642     86.0132     91.4367    749.3461    304.5709     46.0768    956.2193    926.3218     17.9663  15364.7855     18.7679     18.7679   1.8744000   2.1756000   4.5371984     -0.8506  36.7224356  -97.137768   788.50600    98.69040   3.8551999      2.7374     -2.1924     -0.5948      0.1894      7.1610    181.5986      3.3602      0.0277      0.0027      0.0093    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39980   5560.0000      110601
  63722.2000     24.8411      0.2635     85.7799     91.1845    748.1933    304.5704     45.8223    956.2630    926.4508     17.9084  15414.4883     18.8648     18.8648   3.7636000   2.1844000   5.4812000     -0.9096  36.7233211  -97.137692   788.41960    98.21440   4.1700000      2.0908     -2.2287      0.2162     -0.1637      7.0723    172.8578      3.3818      0.0221      0.0035      0.0126    0.366227    0.000018 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5480.0000      110601
  63723.2000     24.8913      0.2615     85.1386     90.5091    747.7638    304.6171     45.1320    956.2361    926.4988     17.8726  15206.5897     18.6194     18.6194   6.1488000   1.8356000   5.3939999      0.9577  36.7242012  -97.137610   788.97999    97.77680   4.6155999      2.2610     -1.4556      0.3410      0.7780      7.1851    180.1208      3.5258      0.0257      0.0032      0.0133    0.185428    0.000003 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5560.0000      110601
  63724.2000     24.9586      0.2581     84.0111     89.3240    748.1028    304.6896     43.9238    956.4614    926.4609     17.7751  15275.6362     18.6836     18.6836   5.2008000   2.5820000   5.5072000     -1.1058  36.7250771  -97.137524   789.09400    97.34320   5.0956000      1.2459     -1.8274      0.3734     -2.0895      7.9157    185.4663      3.5529      0.0347      0.0027      0.0157    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5600.0000      110601
  63725.2000     25.0693      0.2513     81.8139     86.9983    746.4191    304.7850     41.6324    956.2815    926.6492     18.0039  15181.9808     18.5978     18.5978  -0.4120000   2.3776000   6.0632000      0.1375  36.7259488  -97.137429   789.74320    96.94480   5.2475999      2.8502     -2.2876      0.7544      1.5560      9.8615    182.3586      4.0831      0.0377      0.0047      0.0125    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5620.0000      110601
  63726.2000     25.0721      0.2488     81.0057     86.1479    747.9108    304.8035     40.8034    956.6379    926.4824     18.2664  15229.5557     18.6542     18.6542  -0.8352000   2.2084000   5.8404068     -0.6208  36.7268169  -97.137332   790.64400    96.57640   5.2812000      2.1402     -1.5676      0.9228      0.8486     10.3379    183.8265      4.6473      0.0387      0.0027      0.0143    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5540.0000      110601
  63727.2000     25.0031      0.2498     81.2976     86.4538    749.0070    304.7446     41.0943    956.4950    926.3598     18.1045  14957.3814     18.2856     18.2856   1.0612000   2.3820000   3.8019986      0.7798  36.7276819  -97.137234   791.56760    96.16680   5.1468000      2.4494     -0.3054      0.6710      0.6762     10.0258    200.6871      4.9202      0.0357      0.0032      0.0156    0.096884    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5580.0000      110601
  63728.2000     25.0007      0.2493     81.1401     86.2884    749.4591    304.7468     40.9340    956.6043    926.3092     18.0005  15135.0993     18.6193     18.6193   2.4132000   2.5896000   5.6155994     -0.2693  36.7285423  -97.137139   791.96120    95.69400   5.0312000      1.7020     -3.8402      0.4702     -1.0926      9.3218    184.9781      4.9773      0.0376      0.0032      0.0129    0.193505    0.000029 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5670.0000      110601
  63729.2000     24.8829      0.2513     81.7983     86.9727    749.8999    304.6310     41.6083    956.7673    926.2599     18.0918  15261.6807     18.6711     18.6711   2.5792000   2.2588000   7.6760002      0.1008  36.7293997  -97.137042   792.51560    95.26160   5.4084000      2.4501     -2.4936      0.5350      0.6997      8.6938    166.6675      5.0583      0.0287      0.0045      0.0136    0.480480    0.000035 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5480.0000      110601
  63730.2000     24.8000      0.2513     81.7839     86.9509    750.9851    304.5578     41.5927    956.8144    926.1386     18.0820  15232.6557     18.5911     18.5911   2.4304000   2.3764000   6.0491959      0.1871  36.7302521  -97.136938   793.02800    94.81800   5.7136000      2.2855     -0.2968      0.4848      0.2544      7.7721    186.0931      5.0320      0.0306      0.0029      0.0177    0.095537    0.000002 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5470.0000      110601
  63731.2000     24.7324      0.2520     82.0203     87.1920    750.9738    304.4885     41.8368    956.8463    926.1398     18.1526  15237.6265     18.6847     18.6847   1.6460000   3.0311999   5.8143959     -0.6889  36.7311000  -97.136833   793.48520    94.31280   5.6148000      1.9660     -2.4428      0.6586     -1.1019      7.0464    189.5954      4.9897      0.0230      0.0034      0.0148    0.478628    0.000027    4.108683    6.282231    2.935447 9999.999999 9999.999999 9999.999999 9999.999999       39990   5510.0000      110601
  63732.2000     24.7295      0.2509     81.6664     86.8151    750.8494    304.4842     41.4713    956.9270    926.1537     17.9800  15312.2449     18.7480     18.7480   1.8000000   3.0172000   7.7028016      0.0260  36.7319434  -97.136729   794.37160    93.78840   5.7536000      2.5037     -3.1373      0.9106     -0.0228      7.2555    167.9355      4.9835      0.0153      0.0044      0.0124    0.000000    0.000000 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5450.0000      110601
  63733.2000     24.7466      0.2486     80.9128     86.0210    751.5277    304.5088     40.6995    956.9791    926.0779     17.9092  15299.2921     18.6956     18.6956   0.5868000   3.2256000   7.4140009      0.3356  36.7327820  -97.136626   795.31160    93.26680   5.9283999      2.3236     -1.2681      0.8434     -0.5740      7.3550    173.0495      4.9100      0.0173      0.0041      0.0166    0.096874    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5370.0000      110601
  63734.2000     24.7776      0.2454     79.8741     84.9255    752.1269    304.5468     39.6467    956.9976    926.0109     17.8108  15237.5653     18.6576     18.6576  -1.3256000   3.5656000   6.2731998     -0.5265  36.7336191  -97.136526   796.05360    92.73840   5.7444000      2.1435     -1.6037      0.9240     -1.1440      7.7247    184.8161      4.8034      0.0266      0.0038      0.0165    0.098354    0.000006 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999 9999.999999       39990   5470.0000      110601
