Date,Time,Hour,Minute,Second,Air Temp [C],TAS [m/s],Pres Alt [m],.03mm,.05mm,.07mm,.09mm, .11mm,.13mm,.15mm,.17mm,.20mm,.24mm,.28mm,.32mm,.36mm,.40mm,.44mm,.48mm,.55mm,.65mm,.75mm,.85mm,.95mum,1.1mm,1.3mm,1.5mm,.7mm,1.9mm,22.5mm,27.5mm
422,81216,22,33,36.04,25.684,63.105,386.74,0,0,0,24600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
422,81217,22,33,37.04,25.753,63.134,383.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0
422,81263,22,34,23.04,20.957,91.406,749.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0
422,89360,24,49,20.04,15.395,116.04,1884.4,81900,1.63e+05,13500,40100,1.33e+05,39500,78500,77900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0
422,89364,24,49,24.04,15.174,118.38,1858.6,1.74e+05,2.13e+05,52800,78600,1.43e+05,0,12800,38200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
422,89365,24,49,25.04,15.238,117.92,1852.3,1.48e+05,2.8e+05,66200,92000,1.17e+05,51800,51500,63900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,794,295,0
422,89369,24,49,29.04,15.094,117.92,1827.5,40300,2e+05,13200,39400,91400,13000,0,25600,6320,0,0,6070,0,0,0,0,0,0,0,0,0,0,0,0,0,794,0,0
422,89370,24,49,30.04,15.134,117.51,1821.8,1.35e+05,1.07e+05,39900,39600,1.05e+05,26000,25800,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0
422,89394,24,49,54.04,16.708,113.26,1683.4,1.26e+05,1.94e+05,1.38e+05,68400,95100,13500,40200,66500,0,0,0,6320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0
422,89401,24,50,1.04,17.023,112.88,1639.8,2.53e+05,3.62e+05,1.11e+05,82400,1.5e+05,27100,40300,26700,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0
422,89421,24,50,21.04,17.464,112.16,1513.6,3.53e+05,5.19e+05,1.11e+05,1.66e+05,2.2e+05,1.36e+05,40600,1.34e+05,0,0,0,0,6290,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0
425,33681,9,21,20.85,11.562,62.23,378.37,6.88e+05,5.81e+05,50200,24900,49500,73700,0,0,0,11800,0,0,11300,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,0
425,33712,9,21,51.85,10.407,90.456,595.09,5.96e+05,3.83e+05,34500,51400,17000,50700,0,33300,24700,16300,8020,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0
425,33717,9,21,56.85,10.277,90.825,664.88,6.46e+05,3.81e+05,86000,1.71e+05,1.02e+05,16800,16700,0,0,8090,0,7880,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0
425,33725,9,22,4.85,10.689,91.864,751.37,3.62e+05,1.88e+05,1.36e+05,2.19e+05,50300,83200,33000,0,0,16000,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,344
425,33744,9,22,23.85,11.427,94.126,945.27,2.69e+05,2.17e+05,99500,1.15e+05,98100,16200,0,0,0,0,7700,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0
425,43693,12,8,13.21,10.015,93.022,1891.7,3.24e+05,3.38e+05,1.68e+05,2.5e+05,2.65e+05,0,0,16200,0,0,0,7690,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0,0
425,43706,12,8,26.21,9.968,89.796,1895.5,3.53e+05,4.91e+05,2.43e+05,1.73e+05,2.23e+05,2.04e+05,1.86e+05,83900,16600,8190,8080,7970,0,0,0,15100,0,0,0,2710,0,1260,0,0,0,0,0,0
427,36635,10,10,35.16,5.5133,82.759,1340.8,4.6e+05,3.8e+05,1.7e+05,74900,1.67e+05,1.11e+05,0,18200,27000,8880,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0
427,36636,10,10,36.16,5.4457,83.886,1340.7,3.78e+05,1.88e+05,55800,2.96e+05,1.83e+05,1.64e+05,54300,89800,17800,35100,8640,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0
427,36644,10,10,44.16,5.454,83.588,1347.2,5.5e+05,4.33e+05,2.24e+05,2.23e+05,1.29e+05,1.1e+05,90800,36000,8920,44000,0,8560,8450,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0
427,36647,10,10,47.16,5.5211,82.588,1344.8,3.07e+05,4e+05,2.08e+05,2.63e+05,2.24e+05,2.04e+05,1.29e+05,1.09e+05,63200,0,17600,17300,0,0,0,0,0,3120,0,0,0,0,1300,0,0,0,0,0
427,36656,10,10,56.16,5.276,86.171,1348.9,3.86e+05,4.02e+05,2.17e+05,3.78e+05,2.5e+05,1.42e+05,1.23e+05,87400,34600,8530,0,0,0,0,7980,0,0,2990,0,0,0,1320,0,0,0,0,0,0
427,36663,10,11,3.16,5.4332,87.393,1348.8,2.9e+05,3.96e+05,4.47e+05,4.26e+05,2.99e+05,2.97e+05,1.04e+05,1.03e+05,34100,25200,16600,0,0,0,0,0,0,0,0,2780,0,1300,0,0,0,0,0,0
427,36675,10,11,15.16,5.3495,89.4,1350.6,1.24e+05,4.22e+05,2.27e+05,3.29e+05,1.89e+05,1.71e+05,1.36e+05,1.18e+05,41700,8220,24300,8000,0,0,7690,0,0,2880,0,0,0,0,0,0,1090,0,0,0
427,36676,10,11,16.16,5.3793,89.277,1349.5,2.13e+05,3.7e+05,2.45e+05,3.99e+05,2.59e+05,2.23e+05,1.02e+05,67500,8350,0,16200,8010,0,0,7700,0,0,0,0,0,0,1270,0,0,0,0,0,0
427,36683,10,11,23.16,5.4335,89.186,1343.8,3.2e+05,3e+05,2.28e+05,2.78e+05,1.38e+05,68500,1.7e+05,0,50100,33000,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0
427,36692,10,11,32.16,5.3799,87.846,1343.3,4.51e+05,5.19e+05,6.22e+05,8.12e+05,5.08e+05,3.31e+05,86400,1.54e+05,42400,25100,8250,16300,8040,0,7830,0,0,0,0,0,0,0,1230,0,0,0,0,0
427,36713,10,11,53.16,5.2218,87.978,1346.8,4.5e+05,4.29e+05,2.84e+05,4.76e+05,3.32e+05,86800,1.03e+05,51400,33900,8360,0,0,0,0,0,0,0,2930,0,0,0,0,1220,0,0,0,0,0
427,36714,10,11,54.16,5.2577,87.925,1347,4.69e+05,4.47e+05,2.31e+05,3.53e+05,2.98e+05,1.39e+05,86300,68500,50900,8360,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0,0
427,36720,10,12,0.16,5.2324,88.163,1346.8,4.31e+05,3.93e+05,1.77e+05,2.29e+05,2.97e+05,1.21e+05,2.24e+05,51300,33800,16700,0,8110,0,0,0,7700,3010,2920,0,0,0,0,0,0,2220,0,0,0
427,36723,10,12,3.16,5.177,87.884,1346.2,2.89e+05,3.04e+05,3.2e+05,2.29e+05,2.45e+05,34800,51800,51400,50900,0,0,8140,16100,0,0,0,0,0,0,2770,0,0,1230,0,0,0,0,0
427,36765,10,12,45.16,5.0674,87.333,1346.2,4.9e+05,5.94e+05,5.01e+05,4.44e+05,3.17e+05,1.22e+05,69500,1.38e+05,59700,25300,0,8190,0,7980,0,15600,0,0,0,0,0,0,0,0,0,0,398,0
427,36778,10,12,58.16,5.134,87.396,1346.6,3.08e+05,5.58e+05,3.22e+05,2.84e+05,2.29e+05,1.57e+05,34700,86200,25600,25200,0,0,8080,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,36785,10,13,5.16,5.2585,86.979,1345.3,6.01e+05,5.61e+05,6.1e+05,5.17e+05,2.83e+05,3.34e+05,2.09e+05,86600,85700,8450,8340,8230,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,36788,10,13,8.16,5.2325,86.517,1344,5.13e+05,6.73e+05,6.5e+05,6.99e+05,2.67e+05,2.12e+05,1.23e+05,34800,34500,34000,16800,0,8160,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,36789,10,13,9.16,5.2083,86.762,1344.2,4.75e+05,4.71e+05,4.68e+05,3.93e+05,2.66e+05,70400,69900,17400,34400,0,33400,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36792,10,13,12.16,5.1655,86.889,1344.9,3.65e+05,4.53e+05,4.31e+05,4.46e+05,2.3e+05,87900,1.75e+05,52000,8580,25400,8350,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0
427,36814,10,13,34.16,5.4719,87.515,1346.4,3.98e+05,3.59e+05,4.28e+05,3.54e+05,2.81e+05,1.92e+05,1.21e+05,51600,93700,25200,0,0,0,7960,0,0,3040,0,2860,0,0,0,1230,0,0,0,0,0
427,36829,10,13,49.16,5.3319,86.7,1346.3,1.46e+05,2.18e+05,2.16e+05,3.58e+05,3.02e+05,2.11e+05,87500,1.22e+05,68800,8480,0,8250,0,0,0,0,0,0,2890,0,0,0,0,0,0,1080,0,0
427,36848,10,14,8.16,5.4451,86.856,1346.8,2.37e+05,2.54e+05,2.34e+05,3.57e+05,1.59e+05,1.58e+05,1.05e+05,34700,34300,8460,25000,0,0,0,7920,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36850,10,14,10.16,5.4612,86.233,1346.6,2.76e+05,2.74e+05,3.08e+05,5.93e+05,1.96e+05,1.42e+05,17600,87400,51900,0,8410,0,8190,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,36853,10,14,13.16,5.5213,85.517,1345.7,1.3e+05,2.58e+05,2.92e+05,6.16e+05,1.62e+05,2.86e+05,1.24e+05,52800,26100,8600,8480,8370,8260,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0
427,36869,10,14,29.16,5.2206,86.226,1347,1.84e+05,2.92e+05,3.44e+05,5.57e+05,3.21e+05,88600,1.06e+05,52400,51900,25600,25200,8300,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0
427,36870,10,14,30.16,5.2519,86.102,1346.3,2.94e+05,2.38e+05,3.26e+05,5.04e+05,89400,1.06e+05,1.94e+05,1.22e+05,26000,25600,0,0,8200,0,0,0,0,0,2910,0,0,0,0,0,0,0,404,0
427,36871,10,14,31.16,5.2246,86.343,1345.8,3.85e+05,3.83e+05,4.16e+05,5.21e+05,1.43e+05,1.24e+05,87900,17400,51800,0,16800,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36876,10,14,36.16,5.2871,86.307,1345.3,1.65e+05,1.82e+05,4.52e+05,5.03e+05,2.67e+05,53100,35200,69800,69100,17000,8400,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36882,10,14,42.16,5.3158,86.438,1345.5,2.57e+05,4e+05,4.88e+05,2.69e+05,1.78e+05,1.59e+05,1.23e+05,52300,51700,34000,0,8280,0,8060,7960,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36891,10,14,51.16,5.3644,86.589,1346.3,1.46e+05,2.73e+05,5.05e+05,5.01e+05,1.42e+05,88200,2.1e+05,17400,68900,34000,0,8260,8150,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,36895,10,14,55.16,5.3154,87.159,1347.7,2.36e+05,2.89e+05,4.66e+05,3.02e+05,2.65e+05,1.05e+05,69600,17300,34200,16900,33300,8210,0,0,7890,0,0,0,0,0,0,0,0,0,1120,0,0,0
427,36922,10,15,22.16,5.3954,86.873,1345.5,3.1e+05,6.16e+05,5.75e+05,4.28e+05,1.95e+05,1.41e+05,69900,1.56e+05,51500,16900,8350,0,0,0,0,0,0,0,0,0,2720,0,0,0,0,0,400,0
427,36927,10,15,27.16,5.4457,87.467,1347,2.36e+05,3.24e+05,3.93e+05,3.72e+05,1.76e+05,2.1e+05,2.08e+05,1.55e+05,17000,16800,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,36935,10,15,35.16,5.2901,86.435,1347.1,1.83e+05,2.91e+05,2.53e+05,1.08e+05,35600,70700,17600,0,25900,0,0,8280,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,36937,10,15,37.16,5.2707,87.401,1348,90700,2.16e+05,2.14e+05,1.24e+05,1.06e+05,1.05e+05,86800,68900,17100,25200,8300,16400,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,36945,10,15,45.16,5.5249,86.969,1347.7,2.19e+05,5.25e+05,6.46e+05,3.92e+05,1.95e+05,1.58e+05,69800,52000,25700,0,16700,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0
427,36973,10,16,13.16,5.5428,85.598,1341.8,2.22e+05,3.12e+05,1.28e+05,1.63e+05,2.16e+05,1.07e+05,35400,17600,43500,8590,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0
427,36985,10,16,25.16,5.4168,86.892,1348.8,1.46e+05,4.89e+05,3.77e+05,2.5e+05,88600,17600,17500,52000,34300,8460,16700,16500,16200,0,0,0,0,0,0,0,0,0,0,1180,0,0,400,363
427,37018,10,16,58.16,5.3863,85.897,1347.9,2.77e+05,3.48e+05,1.82e+05,3.07e+05,1.43e+05,88900,1.24e+05,87700,43400,8560,8440,8330,0,8110,0,0,0,0,0,0,0,0,1250,0,0,0,0,0
427,37022,10,17,2.16,5.2848,86.062,1345.2,2.03e+05,4.94e+05,3.27e+05,3.42e+05,1.25e+05,1.24e+05,17600,35000,26000,8540,8430,0,0,0,0,0,0,0,0,2820,0,1320,1250,0,0,0,0,0
427,37034,10,17,14.16,5.5333,84.522,1346.2,2.25e+05,3.91e+05,2.96e+05,2.75e+05,1.64e+05,72300,53900,0,17600,8700,0,16900,8350,0,0,0,3140,0,0,0,0,0,0,0,0,0,411,0
427,37052,10,17,32.16,5.4768,84.959,1346.8,3.73e+05,4.26e+05,3.31e+05,4.2e+05,2.9e+05,1.98e+05,53600,17700,26300,17300,8540,0,8310,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0
427,37056,10,17,36.16,5.4124,85.809,1347.4,1.11e+05,3.67e+05,3.82e+05,4.88e+05,4.13e+05,1.96e+05,70700,35100,17400,34300,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0
427,37059,10,17,39.16,5.3959,85.833,1347.5,2.4e+05,2.75e+05,4.37e+05,4.7e+05,4.12e+05,1.78e+05,70700,70200,34700,17100,8450,0,0,0,0,7910,0,0,0,0,0,0,1260,0,0,0,0,0
427,37128,10,18,48.16,5.5578,84.579,1346.3,3e+05,5.02e+05,3.32e+05,2.93e+05,4.91e+05,2.35e+05,1.08e+05,89100,8810,0,0,0,8350,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0
427,37145,10,19,5.16,5.3449,86.038,1347.1,2.58e+05,4.21e+05,5.63e+05,3.96e+05,2.86e+05,1.6e+05,1.41e+05,1.23e+05,52000,17100,8430,33300,0,8100,0,0,0,0,2910,0,0,0,1250,0,0,0,0,0
427,37149,10,19,9.16,5.4231,85.509,1347.1,2.22e+05,3.5e+05,4.57e+05,3.08e+05,2.34e+05,1.43e+05,1.06e+05,70500,43600,17200,8480,8370,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0
427,37158,10,19,18.16,5.3054,85.843,1345.1,2.22e+05,2.02e+05,1.09e+05,1.99e+05,1.26e+05,1.07e+05,70700,35100,52100,0,0,0,0,8120,0,0,0,0,0,0,2750,0,0,0,0,0,0,368
427,37159,10,19,19.16,5.321,85.838,1344.4,1.29e+05,2.57e+05,36400,3.25e+05,3.23e+05,1.78e+05,1.59e+05,87800,34700,25700,8450,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,368
427,37164,10,19,24.16,5.4153,85.733,1344.1,1.11e+05,2.02e+05,91100,1.81e+05,3.23e+05,1.43e+05,2.3e+05,1.41e+05,60900,17100,8460,16700,0,0,0,0,3100,3010,0,0,0,2650,0,0,0,0,0,0
427,37173,10,19,33.16,5.4019,85.55,1346.3,74100,2.76e+05,2.37e+05,4.17e+05,6.66e+05,3.57e+05,2.31e+05,88000,17400,17200,0,0,8250,0,0,0,3110,0,2920,0,0,1330,0,0,0,0,0,0
427,37180,10,19,40.16,5.4227,85.96,1346,1.29e+05,1.65e+05,2.54e+05,4.51e+05,2.51e+05,1.42e+05,0,17500,26000,25700,0,0,8210,0,0,7900,0,0,0,0,0,0,0,0,1140,0,0,0
427,37192,10,19,52.16,5.4094,87.005,1348.5,2.37e+05,1.63e+05,3.23e+05,1.6e+05,1.24e+05,1.23e+05,34900,34600,8570,8450,0,8220,8110,8010,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
427,37196,10,19,56.16,5.4544,86.709,1349.5,1.1e+05,2e+05,90000,1.07e+05,88700,70500,87500,1.22e+05,25800,25400,8360,8250,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0
427,37202,10,20,2.16,5.4113,86.588,1348,2.2e+05,90800,54100,2.33e+05,88900,1.06e+05,70100,87000,25800,8490,0,8260,0,0,0,0,0,2980,0,0,0,1310,0,0,0,0,0,0
427,37207,10,20,7.16,5.3855,86.88,1346,1.09e+05,1.27e+05,1.26e+05,1.78e+05,1.06e+05,1.76e+05,69900,17300,51500,8460,8350,8230,8130,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0
427,37224,10,20,24.16,5.4521,86.478,1346,1.28e+05,1.09e+05,1.26e+05,2.87e+05,89000,88400,52600,69700,34500,0,0,0,0,0,0,0,0,0,0,0,2730,1310,0,0,0,0,0,0
427,37236,10,20,36.16,5.2925,86.52,1349.1,91600,1.45e+05,3.43e+05,2.69e+05,2.85e+05,2.47e+05,1.23e+05,52200,51700,25500,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,37240,10,20,40.16,5.3174,86.942,1348.1,2.19e+05,72400,5.57e+05,3.21e+05,3.19e+05,1.05e+05,34900,86600,60000,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,37251,10,20,51.16,5.3565,86.365,1345.5,1.83e+05,3.64e+05,5.06e+05,3.77e+05,2.32e+05,1.42e+05,87800,1.92e+05,17300,42600,8400,0,8170,8070,0,0,0,0,0,0,0,0,0,0,0,0,0,365
427,37258,10,20,58.16,5.3157,87.135,1346.6,1.45e+05,2.53e+05,3.41e+05,3.2e+05,1.77e+05,87700,1.22e+05,34600,17100,8440,33300,0,8100,0,0,7790,0,0,0,0,0,1300,0,0,0,0,0,0
427,37267,10,21,7.16,5.1039,88.414,1349.9,1.79e+05,2.49e+05,2.83e+05,3.68e+05,4.18e+05,2.07e+05,1.03e+05,68200,33700,16600,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,37272,10,21,12.16,5.1448,88.033,1349.2,1.62e+05,2.5e+05,5.85e+05,4.4e+05,2.62e+05,2.43e+05,86200,85600,59300,8350,8240,0,0,7910,0,0,0,0,0,0,0,0,0,1170,0,1060,0,0
427,37274,10,21,14.16,5.2038,87.63,1349.2,2.53e+05,3.59e+05,5.7e+05,3.72e+05,2.28e+05,1.92e+05,86600,86000,51000,16800,8280,8160,8060,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0
427,37276,10,21,16.16,5.259,87.32,1348,3.09e+05,3.78e+05,4.11e+05,4.62e+05,3.17e+05,1.92e+05,1.22e+05,34500,34100,8420,0,8190,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0
427,37280,10,21,20.16,5.0816,89.173,1349.2,1.6e+05,3.18e+05,5.08e+05,4e+05,2.59e+05,1.2e+05,1.53e+05,84500,41800,24700,8130,0,0,7810,0,0,0,0,0,0,0,1270,0,0,0,0,0,0
427,37281,10,21,21.16,5.1143,88.828,1349.2,1.96e+05,2.13e+05,2.81e+05,4.54e+05,2.43e+05,2.24e+05,1.2e+05,1.02e+05,33600,41400,16300,8050,7950,7840,0,7640,0,0,0,0,2660,0,1210,0,0,0,0,0
427,37285,10,21,25.16,5.1284,88.478,1349.1,1.97e+05,5.16e+05,4.06e+05,2.63e+05,1.39e+05,1.21e+05,1.03e+05,1.53e+05,33700,58200,0,8090,7980,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0
427,37298,10,21,38.16,5.1077,87.457,1349.4,3.62e+05,6.83e+05,5.89e+05,2.84e+05,3.7e+05,2.8e+05,86700,51700,51100,16800,8290,8180,0,0,0,0,3040,0,0,0,0,0,0,1170,0,0,0,0
427,37326,10,22,6.16,5.1889,86.74,1345,3.29e+05,7.62e+05,5.04e+05,7.33e+05,2.84e+05,1.41e+05,52500,52100,8590,8480,8360,8250,0,0,0,0,0,0,0,0,0,2620,0,0,0,0,0,0
427,37350,10,22,30.16,5.1059,85.225,1344.6,3.35e+05,7.01e+05,4.58e+05,5.46e+05,4.15e+05,1.26e+05,71200,53000,61200,25900,17000,8390,8280,0,8070,0,0,0,0,0,0,0,1260,0,0,0,0,0
427,37362,10,22,42.16,5.0271,85.984,1344.2,4.61e+05,3.29e+05,2.54e+05,3.79e+05,3.04e+05,1.42e+05,88200,35000,34700,8550,0,0,0,0,0,0,0,0,0,0,0,1320,0,0,0,0,0,0
427,37364,10,22,44.16,5.0313,85.419,1344.8,3.15e+05,3.5e+05,3.47e+05,3.81e+05,3.96e+05,2.68e+05,1.07e+05,35300,96000,17200,8490,16800,8260,0,0,7950,3110,0,0,0,0,1330,0,0,0,0,0,0
427,37373,10,22,53.16,5.1494,84.889,1345.6,2.61e+05,3.15e+05,3.13e+05,4.2e+05,2.18e+05,2.16e+05,1.25e+05,35500,61500,8660,0,25300,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0
427,37381,10,23,1.16,5.1508,84.99,1344.3,2.98e+05,4.63e+05,3.67e+05,3.65e+05,2.17e+05,1.98e+05,53600,35500,43900,17300,8530,0,0,0,8090,0,0,0,0,0,0,1330,0,0,0,0,0,0
427,37388,10,23,8.16,5.2376,84.638,1344.8,3.93e+05,4.65e+05,4.8e+05,3.3e+05,2.73e+05,1.81e+05,0,35600,8810,8690,0,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0
427,37397,10,23,17.16,5.2426,84.537,1343,4.31e+05,4.09e+05,3.88e+05,3.12e+05,72800,1.27e+05,1.44e+05,53500,26500,8700,17200,8460,8350,0,0,0,3140,0,0,2870,0,0,0,1210,0,0,411,0
427,37406,10,23,26.16,5.2716,84.003,1343.5,4.9e+05,4.49e+05,3.16e+05,2.77e+05,2.02e+05,1.27e+05,54200,53800,44400,17500,25900,0,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0
427,37407,10,23,27.16,5.2876,83.95,1343.2,4.34e+05,3.75e+05,1.86e+05,2.4e+05,1.83e+05,72800,1.27e+05,1.26e+05,44400,17500,17300,0,0,0,0,0,0,3070,0,0,0,1350,0,0,0,0,0,0
427,37416,10,23,36.16,5.2109,84.514,1344.6,3e+05,3.72e+05,2.96e+05,1.65e+05,2e+05,90400,18000,0,17600,8700,34300,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0
427,37418,10,23,38.16,5.1709,85.142,1345.2,4.47e+05,4.8e+05,2.2e+05,2.18e+05,1.08e+05,89700,89100,17700,26300,8630,0,16800,8290,8180,0,7980,0,0,0,0,0,0,0,0,1150,0,0,0
427,37419,10,23,39.16,5.1439,85.47,1344.6,4.82e+05,6.44e+05,3.65e+05,1.09e+05,2.52e+05,1.79e+05,1.24e+05,52900,26200,8600,0,0,0,8150,0,0,0,0,0,0,0,0,1260,0,0,0,0,0
427,37425,10,23,45.16,5.2619,85.434,1346.7,3.15e+05,5.71e+05,3.11e+05,72600,1.26e+05,1.43e+05,71000,17600,34900,25800,0,8370,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0
427,37426,10,23,46.16,5.2886,85.434,1346.3,5.19e+05,5.52e+05,2.01e+05,1.81e+05,72100,71500,35500,52900,0,8600,0,0,0,0,0,0,0,0,0,0,0,1330,0,1200,0,0,0,0
427,37472,10,24,32.16,5.051,90.052,1351.8,4.22e+05,6.29e+05,3.64e+05,2.24e+05,1.71e+05,33900,50500,83600,33100,8160,24200,7940,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0
427,37485,10,24,45.16,5.227,91.179,1348.4,3.13e+05,6.38e+05,5.48e+05,2.55e+05,2.53e+05,2.35e+05,1.16e+05,16500,8170,8060,0,15700,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0
427,37552,10,25,52.16,5.2124,86.619,1345.5,1.1e+05,3.81e+05,3.97e+05,6.09e+05,5.15e+05,3.18e+05,3.5e+05,1.74e+05,1.03e+05,0,0,0,0,8040,0,0,0,0,0,0,0,1310,0,0,0,0,0,0
427,37625,10,27,5.16,5.3933,87.897,1348,3.25e+05,6.26e+05,5.86e+05,8.29e+05,8.93e+05,6.08e+05,3.8e+05,1.2e+05,50900,0,0,0,0,7930,7820,7730,3020,0,2850,0,0,0,1230,0,0,0,0,0
427,37640,10,27,20.16,5.1273,89.007,1353.3,2.85e+05,7.6e+05,1e+06,1.08e+06,7.26e+05,3.61e+05,1.88e+05,1.86e+05,25100,0,16300,16100,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0
427,37785,10,29,45.16,5.2568,87.251,1346,3.27e+05,3.97e+05,2.33e+05,2.31e+05,1.41e+05,1.23e+05,34800,17300,25600,0,8310,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0
427,37799,10,29,59.16,5.3125,87.004,1347.9,3.28e+05,4.52e+05,1.62e+05,1.07e+05,1.95e+05,87800,0,17300,17100,0,8330,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0
427,37822,10,30,22.16,5.2219,88.183,1347.5,2.34e+05,4.1e+05,3.54e+05,2.29e+05,1.4e+05,1.21e+05,1.38e+05,34200,16900,8340,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,0,0,0,0
427,37825,10,30,25.16,5.1993,88.404,1347.5,4.12e+05,3.91e+05,3.71e+05,3.16e+05,1.22e+05,1.56e+05,1.03e+05,17000,50600,8320,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0
427,37836,10,30,36.16,5.2461,88.719,1347,1.96e+05,4.43e+05,4.4e+05,1.57e+05,86700,17200,68400,1.02e+05,33600,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0
427,37854,10,30,54.16,5.3318,88.879,1347.2,2.85e+05,8.14e+05,4.04e+05,2.44e+05,3.29e+05,2.24e+05,34100,50900,8390,16500,8160,0,0,0,0,0,2990,0,0,0,0,1280,0,0,0,0,0,0
427,37864,10,31,4.16,5.3584,88.4,1348.1,3.23e+05,4.63e+05,4.95e+05,5.61e+05,2.61e+05,1.04e+05,85800,34100,33700,33300,0,8090,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
427,37872,10,31,12.16,5.3204,88.368,1346.8,3.05e+05,3.56e+05,4.06e+05,2.81e+05,2.26e+05,86500,68700,17000,33700,0,8210,8100,0,0,0,7680,0,0,0,0,0,1280,0,0,0,0,0,0
427,37882,10,31,22.16,5.4637,88.289,1347.1,1.08e+05,1.96e+05,4.6e+05,2.63e+05,1.39e+05,34600,34400,51200,8440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0
427,37884,10,31,24.16,5.4275,88.379,1346.8,53800,2.67e+05,2.83e+05,3.16e+05,1.39e+05,1.04e+05,34300,17000,8430,8320,0,0,0,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0
