Date,Time,Hour,Minute,Second,Air Temp [C],TAS [m/s],Pres Alt [m],.03mm,.05mm,.07mm,.09mm, .11mm,.13mm,.15mm,.17mm,.20mm,.24mm,.28mm,.32mm,.36mm,.40mm,.44mm,.48mm,.55mm,.65mm,.75mm,.85mm,.95mum,1.1mm,1.3mm,1.5mm,.7mm,1.9mm,22.5mm,27.5mm
520,56206,15,36,46.09,5.663,94.838,3102.3,2.17e+05,2.49e+05,1.81e+05,1.63e+05,1.14e+05,16100,32000,0,15700,23300,0,0,7440,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0
520,56209,15,36,49.09,5.7651,93.418,3102.4,1.7e+05,4.21e+05,4.01e+05,3.15e+05,1.98e+05,65400,97400,80600,31900,7870,0,7660,7560,7460,0,0,0,2760,0,0,0,1210,0,0,0,0,0,0
520,56211,15,36,51.09,5.7756,92.883,3100.4,2.05e+05,5.59e+05,3.19e+05,2e+05,66300,98700,81700,64900,24100,31700,0,7700,0,0,0,0,0,0,0,0,0,2440,0,0,0,0,0,0
520,56214,15,36,54.09,5.7463,92.677,3097.5,1.88e+05,3.9e+05,1.35e+05,1.51e+05,1.33e+05,66000,81900,81300,24100,7930,7820,15400,7620,0,0,7330,0,0,2700,0,0,0,0,0,0,0,0,341
520,56220,15,37,0.09,5.6249,94.749,3098.4,2.51e+05,3.98e+05,3.46e+05,1.8e+05,1.14e+05,32300,64100,31800,23600,7760,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0
520,56225,15,37,5.09,5.6097,95.618,3100.3,2.49e+05,3.13e+05,2.45e+05,97300,1.29e+05,1.28e+05,1.43e+05,63000,54600,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,0,0,0
520,56236,15,37,16.09,5.742,95.041,3103.8,5.67e+05,6.95e+05,4.6e+05,2.94e+05,1.46e+05,1.29e+05,79800,1.27e+05,54900,15500,0,0,0,0,0,0,0,2710,0,0,0,0,1130,0,0,0,0,0
520,56252,15,37,32.09,5.7483,96.155,3099.2,6.43e+05,1.06e+06,5.85e+05,5.32e+05,3.36e+05,1.91e+05,1.1e+05,1.1e+05,31000,45900,0,7440,0,7250,0,0,2760,0,0,0,0,0,1120,0,0,0,0,0
520,56263,15,37,43.09,5.4457,97.639,3109.8,1.02e+06,1.16e+06,5.92e+05,4.13e+05,1.42e+05,1.88e+05,93200,46300,53400,22600,0,7330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0
520,56272,15,37,52.09,5.5842,101.35,3117.1,7.19e+05,1.15e+06,5.08e+05,3.67e+05,1.52e+05,1.36e+05,1.8e+05,1.19e+05,44100,36300,14300,0,0,0,6790,0,2620,0,0,0,0,0,1060,0,0,0,0,0
520,56305,15,38,25.09,6.6348,101.17,3111.2,62700,77700,1.23e+05,15300,0,15100,15000,14900,7370,7270,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,0,0
520,56309,15,38,29.09,6.941,98.326,3103.5,48400,96000,47600,2.05e+05,31300,1.55e+05,61700,76600,37900,7480,0,0,0,0,7000,0,0,0,0,0,0,0,0,1040,0,0,0,0
520,56331,15,38,51.09,6.5425,98.831,3110.2,64100,79600,31600,62700,0,0,0,0,7540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0
520,56344,15,39,4.09,6.7558,97.665,3103,1.14e+05,1.77e+05,2.88e+05,1.75e+05,1.1e+05,62600,77700,0,7630,7530,0,0,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,356,646
520,56346,15,39,6.09,6.7074,97.881,3102.7,48600,1.93e+05,1.6e+05,1.9e+05,1.26e+05,31200,31000,0,7620,0,0,0,0,0,0,0,2710,0,0,0,0,1160,0,0,0,0,0,0
520,56397,15,39,57.09,5.9589,100.72,3107.8,1.1e+05,1.25e+05,46500,46200,15300,0,15100,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0,0,0,0,0
520,59700,16,35,0.09,5.3984,98.715,3066.4,64200,47800,47500,0,31200,0,61500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
520,59734,16,35,34.09,6.6856,98.296,2908.1,0,16000,0,0,15700,31100,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,0,0,0,0
520,61029,16,57,9.09,14.42,79.628,900.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0
520,61033,16,57,13.09,14.378,80.426,901.09,0,19600,0,19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392
523,77383,21,29,43.15,23.001,62.307,401.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520
523,77384,21,29,44.15,22.963,64.285,408.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
523,77386,21,29,46.15,22.947,66.077,419.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,0,0,0
523,77387,21,29,47.15,22.875,67.854,425.08,0,0,0,45700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,465
523,77573,21,32,53.15,13.549,97.837,2235.6,16200,0,0,0,0,0,0,0,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323
523,77579,21,32,59.15,12.85,98.842,2286.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0
524,73101,20,18,21.04,28.519,61.418,439.11,2.06e+05,0,50900,0,25100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566,514
524,73102,20,18,22.04,28.537,62.53,438.85,8.11e+05,3.52e+05,1.25e+05,24800,24600,0,24300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,1010
524,73103,20,18,23.04,28.613,62.242,436.46,1.78e+05,0,50200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,507
524,73105,20,18,25.04,28.426,65.263,432.13,0,0,23900,23800,23600,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0
524,73106,20,18,26.04,28.276,67.941,435.24,70000,1.85e+05,69000,45600,0,22500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0
524,73109,20,18,29.04,27.98,73.691,452.36,3.23e+05,21300,0,63100,20900,20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0,0,472,428
524,73110,20,18,30.04,27.951,74.987,459.27,2.75e+05,1.68e+05,83300,20700,41100,61100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0
524,73111,20,18,31.04,27.91,74.279,466.85,1.07e+05,63500,0,20900,20700,0,40900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
524,73112,20,18,32.04,27.817,74.546,474.6,21300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0,0
524,73159,20,19,19.04,23.56,92.129,913.18,34400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
524,73160,20,19,20.04,23.423,92.19,926.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
524,73176,20,19,36.04,21.722,97.494,1102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
527,75788,21,3,8.25,26.939,68.067,400.73,0,0,0,0,0,0,22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464
530,70718,19,38,38.06,16.799,91.993,1570.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800
530,75202,20,53,22.06,20.394,92.8,1264.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49e+06,5.6e+05,4.41e+05,7.63e+05,40200,0,0,7710,0,0,0,0,0,0
530,75218,20,53,38.06,21.03,97.472,1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94e+06,7.84e+05,7.63e+05,1.19e+06,0,15100,0,0,7240,0,0,0,0,0
530,75219,20,53,39.06,21.067,97.248,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6e+06,1.02e+06,7.02e+05,1.35e+06,23000,7560,0,0,7260,0,0,0,0,0
530,75235,20,53,55.06,21.428,97.047,1171.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71e+06,9.92e+05,7.19e+05,1.15e+06,30700,0,0,7370,0,0,0,0,0,0
530,75240,20,54,0.06,21.607,94.82,1162.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38e+06,1.05e+06,1.04e+06,1.91e+06,62900,0,0,0,7450,0,0,0,0,0
530,75242,20,54,2.06,21.471,95.008,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06e+06,9.65e+05,8.3e+05,1.43e+06,94200,15500,0,7530,0,0,0,0,0,0
530,75245,20,54,5.06,21.571,94.642,1153.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85e+06,7.59e+05,5.77e+05,1.03e+06,39400,7770,0,0,7460,0,0,0,0,0
601.2,77547,21,32,27.24,10.44,93.767,2824,0,0,0,16500,0,16300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0
601.2,77556,21,32,36.24,10.531,95.654,2807.1,0,82200,32700,48600,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0
601.2,77850,21,37,30.24,5.0832,124.21,3416.6,51000,50700,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
601.2,79049,21,57,29.24,20.746,104.3,928.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510
601.2,79072,21,57,52.24,21.265,106.77,888.97,0,0,0,0,0,0,14200,0,0,0,0,0,6610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887
601.2,79099,21,58,19.24,21.366,96.256,872.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
