Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,4.91310097032,0.327899498526,2.42035157277,2.69369346381,2.70044115648,1.34532934128
10-30 mmhr-1,4.34238218247,0.198861455106,20.10625732,6.0385951674,6.8500388621,1.15780904687
30-100 mmhr-1,4.04681679047,0.0,38.857755,0.0,9.5,0.0
