Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.4827977191,0.371856631634,1.01829528664,1.45263174435,1.64201285505,0.588210444724
10-30 mmhr-1,4.84740322785,0.378883141229,18.2701355059,5.79932529526,5.18535024617,1.16364272183
30-100 mmhr-1,4.33906723831,0.191765466571,44.6044642125,11.4719217519,8.4257696771,1.31787218763
