Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.23585676421,0.346622648637,1.42064171798,1.8894967908,1.94422807322,0.682500019697
10-30 mmhr-1,4.98777072782,0.561608907257,15.9362274667,5.58913965712,4.81823909476,1.88316189651
30-100 mmhr-1,4.36915521692,0.359202314357,47.9607564625,12.4271938038,8.52762720849,1.80020914559
