Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.25391473879,0.385991494821,0.676022560403,1.31197043847,1.64856718475,0.716163046308
10-30 mmhr-1,4.27883377637,0.223853778394,17.8376251636,4.53261826034,6.92575774224,1.09323050632
30-100 mmhr-1,4.24704711867,0.270169073072,47.0986637,11.8750219,9.0702675545,1.90821149988
