Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,6.1903590114,0.401860747066,5.61570532622,2.35442493748,1.91131659653,0.43305791775
10-30 mmhr-1,5.78726283149,0.595894478537,16.9951332781,5.31710055161,3.20700181573,1.12055088723
30-100 mmhr-1,4.90731519763,0.471501917294,53.4734900727,18.4598927655,6.64255005159,1.88955655252
