Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.14364232395,0.195331477487,0.188353756586,0.19941480947,1.40534276287,0.314953543976
10-30 mmhr-1,nan,nan,nan,nan,nan,nan
30-100 mmhr-1,3.99009657055,0.0,61.3418015,0.0,11.0,0.0
