Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.59101705674,0.433020355325,1.69432272218,2.03151961265,1.748992984,0.589058971999
10-30 mmhr-1,5.06193240852,0.742056380086,18.2552109224,5.673005857,4.88464291183,1.76031982207
30-100 mmhr-1,4.52178279984,0.448502075633,49.7816067295,18.7698453171,8.00101674078,2.2060156516
