Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.88072069592,0.454852445821,1.57552461975,1.23310215665,1.53264087307,0.245269399127
10-30 mmhr-1,4.70170667417,0.0,14.5942332,0.0,5.15959206866,0.0
30-100 mmhr-1,4.14499853054,0.0,87.631145,0.0,11.0,0.0
