Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,5.63073375918,0.403246303797,2.53099246211,2.56436047744,1.88220882706,0.654433581997
10-30 mmhr-1,5.32273684231,0.607150088131,16.4696413142,5.12844809655,4.0455476598,1.40420909048
30-100 mmhr-1,4.55290838208,0.432348624106,52.4915179553,17.8905454757,7.95166326691,2.0775137038
