Rain Category,log(No*) Mean,log(No*) Std,R Mean,R Std,Dm Mean,Dm Std
0-10 mmhr-1,6.22260716314,1.56801749193,0.914046999797,1.50546519981,1.31881929822,0.779438537033
10-30 mmhr-1,4.7519123437,0.361488185721,19.358884875,5.79675209686,5.48958202351,1.1081478379
30-100 mmhr-1,4.29712805909,0.160613203792,42.1167667333,10.6465302985,8.45938861253,1.05013510347
